Rank,Game,Platform,Publisher,Total_Sales,Na_Sales,Pal_Sales,Japan_Sales,Other_Sales,Year
11331,Bee Movie Game,PS2,Activision  ,0.1,0.05,0.04,0.0,0.01,2007
11332,Just Dance 2019,WiiU,Ubisoft  ,0.1,0.06,0.03,0.0,0.01,2018
11333,Rugby 15,PS3,Maximum Games  ,0.1,0.03,0.05,0.0,0.02,2015
11334,Sudoku Mania,DS,UFO Interactive  ,0.1,0.09,0.0,0.0,0.01,2006
11335,NASCAR Heat Evolution,XOne,Dusenberry Martin Racing  ,0.1,0.09,0.0,0.0,0.01,2016
11336,USA Today Puzzle Craze,DS,Destineer  ,0.1,0.09,0.0,0.0,0.01,2009
11337,Kelly Slater's Pro Surfer,XB,Activision  ,0.1,0.08,0.02,0.0,0.0,2002
11338,Machi-Ing Maker 3 x Tousouchuu,PSP,D3 Publisher  ,0.1,0.0,0.0,0.1,0.0,2010
11339,SVC Chaos: SNK vs. Capcom,XB,SNK  ,0.1,0.08,0.02,0.0,0.0,2004
11340,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,Activision  ,0.1,0.04,0.04,0.0,0.02,2016
11341,NAtURAL DOCtRINE,PS4,NIS America  ,0.1,0.05,0.02,0.02,0.01,2014
11342,NFL Tour,X360,EA Sports BIG   ,0.1,0.09,0.0,0.0,0.01,2008
11343,World Snooker Championship 2007,PS3,Sega  ,0.1,0.0,0.1,0.0,0.0,2007
11344,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,Bandai  ,0.1,0.0,0.0,0.1,0.0,1997
11345,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Global Star Software  ,0.1,0.05,0.04,0.0,0.01,2005
11346,Sudden Strike 4,PS4,Kalypso Media  ,0.1,0.05,0.03,0.01,0.02,2017
11347,Surge Concerto: Ciel nosurge,PSV,Gust  ,0.1,0.0,0.0,0.1,0.0,2012
11348,Vanishing Point,PS,Acclaim Entertainment  ,0.1,0.06,0.04,0.0,0.01,2001
11349,The History Channel: Civil War - Secret Missions,PS3,Activision  ,0.1,0.09,0.0,0.0,0.01,2008
11350,Dragonseeds,PS,Jaleco  ,0.1,0.03,0.02,0.04,0.01,1998
11351,The Bard's Tale,XB,inXile Entertainment  ,0.1,0.08,0.02,0.0,0.0,2004
11352,Dora & Kai-Lan's Pet Shelter,DS,2K Play  ,0.1,0.08,0.01,0.0,0.01,2011
11353,Nodame Cantabile,DS,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2007
11354,Attack of the Movies 3D,Wii,Majesco  ,0.1,0.09,0.0,0.0,0.01,2010
11355,Alien Hominid,PS2,O~3 Entertainment  ,0.1,0.05,0.04,0.0,0.01,2004
11356,Bullet Witch,X360,Atari  ,0.1,0.07,0.01,0.02,0.01,2007
11357,L'Aigle de Guerre,GBA,Nintendo  ,0.1,0.0,0.0,0.1,0.0,2001
11358,Aidyn Chronicles: The First Mage,N64,THQ  ,0.1,0.08,0.02,0.0,0.0,2001
11359,Disney's Donald Duck: Goin' Quackers,N64,Ubisoft  ,0.1,0.08,0.02,0.0,0.0,2000
11360,Flying Dragon,N64,Natsume  ,0.1,0.08,0.02,0.0,0.0,1998
11361,GT64 Championship Edition,N64,Ocean  ,0.1,0.08,0.02,0.0,0.0,1998
11362,Indy Racing 2000,N64,Infogrames  ,0.1,0.08,0.02,0.0,0.0,2000
11363,International Superstar Soccer 64 (weekly JP sales),N64,Konami  ,0.1,0.0,0.0,0.05,0.05,1997
11364,Jeopardy!,N64,GameTek  ,0.1,0.08,0.02,0.0,0.0,1998
11365,Lode Runner 3-D,N64,Infogrames  ,0.1,0.08,0.02,0.0,0.0,1999
11366,Milo's Astro Lanes,N64,Crave Entertainment  ,0.1,0.08,0.02,0.0,0.0,1998
11367,Virtual Pool 64,N64,Crave Entertainment  ,0.1,0.08,0.02,0.0,0.0,1998
11368,Gekido,PS,Interplay  ,0.1,0.06,0.04,0.0,0.01,2000
11369,World Series of Poker 2008: Battle for the Bracelets,PS3,Activision  ,0.1,0.08,0.01,0.0,0.01,2007
11370,Michael Jackson The Experience HD,PSV,Ubisoft  ,0.1,0.04,0.04,0.0,0.02,2012
11371,Monkey Mischief! Party Time,Wii,Activision  ,0.1,0.09,0.0,0.0,0.01,2008
11372,Nascar Unleashed,PS3,Activision  ,0.1,0.09,0.0,0.0,0.01,2011
11373,Accel World vs. Sword Art Online: Millennium Twilight,PS4,Namco Bandai Games  ,0.1,0.0,0.03,0.06,0.01,2017
11374,Spider-Man: Web of Shadows,DS,Activision  ,0.1,0.09,0.0,0.0,0.01,2008
11375,nail'd,X360,Deep Silver  ,0.1,0.08,0.02,0.0,0.01,2010
11376,Disney's The Jungle Book,GBA,Ubisoft  ,0.1,0.07,0.03,0.0,0.0,2003
11377,Rolling Stone: Drum King,Wii,505 Games  ,0.1,0.09,0.0,0.0,0.01,2009
11378,Little League World Series Baseball 2010,X360,Activision  ,0.1,0.09,0.0,0.0,0.01,2010
11379,Angry Birds: Star Wars,WiiU,Activision  ,0.1,0.05,0.04,0.0,0.01,2013
11380,Army Men World War: Team Assault,PS,3DO  ,0.1,0.06,0.04,0.0,0.01,2001
11381,Murdered: Soul Suspect,X360,Square Enix  ,0.1,0.06,0.03,0.0,0.01,2014
11382,Tom Clancy's Splinter Cell,GBA,Ubisoft  ,0.1,0.07,0.03,0.0,0.0,2003
11383,The Whispered World,PC,Viva Media  ,0.1,0.0,0.09,0.0,0.01,2010
11384,Wolfenstein The Two Pack,PS4,Bethesda Softworks  ,0.1,0.08,0.0,0.0,0.02,2017
11385,TrackMania Turbo,XOne,Ubisoft  ,0.1,0.05,0.04,0.0,0.01,2016
11386,Shovel Knight,WiiU,Yacht Club Games  ,0.1,0.05,0.04,0.0,0.01,2014
11387,Marvel vs. Capcom: Clash of Super Heroes,DC,Capcom  ,0.1,0.0,0.0,0.1,0.0,1999
11388,NBA Ballers: Rebound,PSP,Midway Games  ,0.1,0.09,0.0,0.0,0.01,2006
11389,King's Field: The Ancient City,PS2,Agetec  ,0.1,0.05,0.04,0.0,0.01,2002
11390,LEGO Rock Raiders,PS,LEGO Media  ,0.1,0.06,0.04,0.0,0.01,2000
11391,Silent Scope Complete,XB,Konami  ,0.1,0.07,0.02,0.0,0.0,2004
11392,Odin Sphere: Leifthrasir,PS3,Atlus  ,0.1,0.03,0.02,0.04,0.01,2016
11393,Ghost in the Shell,PS,THQ  ,0.1,0.06,0.04,0.0,0.01,1997
11394,Divinity: Original Sin,XOne,Focus Home Interactive  ,0.1,0.06,0.03,0.0,0.01,2015
11395,Tom Clancy's HAWX 2,Wii,Ubisoft  ,0.1,0.06,0.03,0.0,0.01,2010
11396,Blades of Time,PS3,Konami Digital Entertainment  ,0.1,0.04,0.03,0.01,0.01,2012
11397,Evil Dead: Fistfull of Boomstick,XB,THQ  ,0.1,0.07,0.02,0.0,0.0,2003
11398,Nicktoons MLB,DS,2K Sports  ,0.1,0.09,0.0,0.0,0.01,2011
11399,Tom Clancy's Classic Trilogy,XB,Ubisoft  ,0.1,0.07,0.02,0.0,0.0,2004
11400,Harvest Moon DS Cute (jp sales),DS,Natsume  ,0.1,0.0,0.0,0.1,0.0,2008
11401,Bleach: Dark Souls (JP sales),DS,Sega  ,0.1,0.0,0.0,0.1,0.0,2008
11402,Indigo Prophecy,XB,Atari  ,0.1,0.07,0.03,0.0,0.0,2005
11403,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,Benesse  ,0.1,0.0,0.0,0.1,0.0,2007
11404,Over the Hedge,XB,Activision  ,0.1,0.07,0.02,0.0,0.0,2006
11405,Start the Party! Save the World,PS3,Sony Computer Entertainment  ,0.1,0.0,0.08,0.0,0.02,2011
11406,SCORE International Baja 1000: The Official Game,Wii,Activision  ,0.1,0.09,0.0,0.0,0.01,2008
11407,Sneakers,XB,Microsoft Game Studios  ,0.1,0.07,0.02,0.0,0.0,2002
11408,Crime Crackers,PS,Sony Computer Entertainment  ,0.1,0.0,0.0,0.09,0.01,1994
11409,NHL 2K6,X360,2K Sports  ,0.1,0.09,0.0,0.0,0.01,2005
11410,Thor: God of Thunder,3DS,Sega  ,0.1,0.06,0.03,0.0,0.01,2011
11411,Guilty Gear Xrd REV 2,PS4,Aksys Games  ,0.1,0.04,0.01,0.03,0.01,2017
11412,Contact,DS,Atlus  ,0.1,0.07,0.0,0.03,0.01,2006
11413,Micro Machines V3,PS,Midway Games  ,0.1,0.06,0.04,0.0,0.01,1997
11414,Dragon Ball: Evolution,PSP,Namco Bandai  ,0.1,0.09,0.0,0.0,0.01,2009
11415,College Hoops 2K6,XB,2K Sports  ,0.1,0.07,0.02,0.0,0.0,2005
11416,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,Sega  ,0.1,0.0,0.0,0.1,0.0,2000
11417,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,THQ  ,0.1,0.08,0.01,0.0,0.01,2010
11418,Idol Janshi Suchie-Pai Remix,SAT,Jaleco  ,0.1,0.0,0.0,0.1,0.0,1995
11419,Big League Sports,Wii,Activision  ,0.1,0.09,0.01,0.0,0.01,2008
11420,Wolfenstein II: The New Colossus,PC,Bethesda Softworks  ,0.1,0.03,0.07,0.0,0.01,2017
11421,Cubic Ninja,3DS,Ubisoft  ,0.1,0.05,0.04,0.0,0.01,2011
11422,Exhibition Volume 03,XB,Microsoft  ,0.1,0.07,0.02,0.0,0.0,2003
11423,Zero4 Champ RR-Z,SNES,Media Rings  ,0.1,0.0,0.0,0.1,0.0,1995
11424,Initial D: Street Stage,PSP,Sega  ,0.1,0.0,0.0,0.1,0.0,2006
11425,Tales of Innocence R,PSV,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2012
11426,Nancy Drew: The Model Mysteries,DS,THQ  ,0.1,0.09,0.0,0.0,0.01,2010
11427,Harry Potter and the Deathly Hallows - Part 2,PC,Electronic Arts  ,0.1,0.05,0.04,0.0,0.01,2011
11428,Opoona,Wii,KOEI  ,0.1,0.08,0.0,0.01,0.01,2008
11429,Predator: Concrete Jungle,XB,VU Games  ,0.1,0.07,0.02,0.0,0.0,2005
11430,Sumikko Gurashi: Sumikko Park e Youkoso,NS,Nippon Columbia  ,0.1,0.0,0.0,0.1,0.0,2017
11431,May's Mystery: Forbidden Memories,DS,Unknown  ,0.1,0.05,0.04,0.0,0.01,2011
11432,NatGeo Challenge! Wild Life,PS3,D3 Publisher  ,0.1,0.05,0.03,0.0,0.01,2010
11433,System Flaw,DS,Storm City Games  ,0.1,0.09,0.0,0.0,0.01,2009
11434,Lucky * Star: Ryouou Gakuen Outousai,PS2,Kadokawa Shoten  ,0.1,0.0,0.0,0.1,0.0,2008
11435,F1 2014,PC,Codemasters  ,0.1,0.0,0.09,0.0,0.01,2014
11436,SpongeBob: HeroPants,X360,Activision  ,0.1,0.09,0.0,0.0,0.01,2015
11437,Rapala Pro Bass Fishing 2010,DS,Activision  ,0.1,0.09,0.0,0.0,0.01,2010
11438,Naruto Shippuuden: Gekitou Ninja Taisen! EX,Wii,Takara Tomy   ,0.1,0.0,0.0,0.1,0.0,2007
11439,Universal Studios Theme Parks Adventure,GC,Kemco  ,0.1,0.08,0.02,0.0,0.0,2001
11440,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,Nintendo  ,0.1,0.0,0.0,0.1,0.0,2009
11441,Fifi and the Flowertots,DS,Avanquest  ,0.1,0.0,0.09,0.0,0.01,2009
11442,Just Dance 2018,X360,Ubisoft  ,0.1,0.06,0.03,0.0,0.01,2017
11443,Piglet's Big Game,PS2,Gotham Games  ,0.1,0.05,0.04,0.0,0.01,2003
11444,Ben 10 Galactic Racing,X360,D3 Publisher  ,0.1,0.07,0.02,0.0,0.01,2011
11445,Mystery Stories: Curse of the Ancient Spirits,DS,Unknown  ,0.1,0.05,0.04,0.0,0.01,2011
11446,MySims SkyHeroes,X360,Electronic Arts  ,0.1,0.09,0.0,0.0,0.01,2010
11447,Real Bout Garou Densetsu,SAT,SNK  ,0.1,0.0,0.0,0.1,0.0,1996
11448,Cate West: The Vanishing Files,DS,Destineer  ,0.1,0.08,0.01,0.0,0.01,2008
11449,Project FIFA World Cup,PS2,EA Sports  ,0.1,0.0,0.0,0.1,0.0,2002
11450,The BIGS 2,PSP,2K Sports  ,0.1,0.09,0.0,0.0,0.01,2009
11451,Rocky: Legends,XB,Ubisoft  ,0.1,0.07,0.02,0.0,0.0,2004
11452,Lord of Apocalypse,PSP,Square Enix  ,0.1,0.0,0.0,0.1,0.0,2011
11453,Jikkyou Powerful Pro Yakyuu 2013,PSV,Konami Digital Entertainment  ,0.1,0.0,0.0,0.1,0.0,2013
11454,NeverDead,X360,Konami  ,0.1,0.06,0.03,0.0,0.01,2012
11455,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,Nintendo  ,0.1,0.0,0.0,0.1,0.0,2004
11456,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,Alchemist  ,0.1,0.0,0.0,0.1,0.0,2008
11457,Star Trek: Shattered Universe,PS2,TDK Mediactive  ,0.1,0.05,0.04,0.0,0.01,2004
11458,Who Wants to Be A Millionaire?,X360,Ubisoft  ,0.1,0.09,0.0,0.0,0.01,2011
11459,Fantasia: Music Evolved,X360,Disney Interactive Studios  ,0.1,0.08,0.01,0.0,0.01,2014
11460,Pajama Sam: Don't Fear the Dark,Wii,Majesco  ,0.1,0.09,0.0,0.0,0.01,2008
11461,The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive  ,0.1,0.05,0.04,0.0,0.01,2001
11462,The Walking Dead: Season Two,X360,Telltale Games  ,0.1,0.04,0.05,0.0,0.01,2014
11463,King of Clubs: Mini Golf,Wii,Crave Entertainment  ,0.1,0.09,0.0,0.0,0.01,2008
11464,Ultra Street Fighter IV,PS4,Sony Computer Entertainment  ,0.1,0.0,0.08,0.0,0.01,2015
11465,Let's Sing 2016,PS4,Ravenscourt  ,0.1,0.08,0.0,0.0,0.02,2015
11466,Disney Sing It! High School Musical 3: Senior Year,X360,Disney Interactive Studios  ,0.1,0.09,0.0,0.0,0.01,2009
11467,The Smurfs 2,WiiU,Ubisoft  ,0.1,0.05,0.04,0.0,0.01,2013
11468,MTX Mototrax,XB,Activision  ,0.1,0.07,0.02,0.0,0.0,2004
11469,Blast Chamber,PS,Activision  ,0.1,0.05,0.04,0.0,0.01,1996
11470,Championship Pony,DS,"Destination Software, Inc  ",0.1,0.09,0.0,0.0,0.01,2008
11471,EyeToy: Operation Spy,PS2,Sony Computer Entertainment  ,0.1,0.05,0.04,0.0,0.01,2005
11472,Petz Hamsterz Superstarz,DS,Ubisoft  ,0.1,0.09,0.0,0.0,0.01,2009
11473,Sega Genesis Classics,XOne,Sega  ,0.1,0.06,0.03,0.0,0.01,2018
11474,MotoGP 07,PS2,Capcom  ,0.1,0.05,0.04,0.0,0.01,2007
11475,Escape Dead Island,PS3,Deep Silver  ,0.1,0.05,0.03,0.0,0.02,2014
11476,Bejeweled Twist,DS,PopCap Games  ,0.1,0.0,0.08,0.0,0.01,2010
11477,Option Tuning Car Battle,PS,MTO  ,0.1,0.0,0.0,0.09,0.01,1998
11478,Harvest Moon: Frantic Farming,DS,Natsume  ,0.1,0.08,0.01,0.0,0.01,2009
11479,Kuroko no Basuke: Miracles to Victory,3DS,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2014
11480,Resident Evil 4,PS4,Capcom  ,0.1,0.07,0.0,0.01,0.02,2016
11481,The Secret Saturdays: Beasts of the 5th Sun,Wii,D3 Publisher  ,0.1,0.09,0.0,0.0,0.01,2009
11482,Derby Jockey 2,SNES,Asmik Corp  ,0.1,0.0,0.0,0.1,0.0,1995
11483,Resident Evil: Revelations 2,X360,Capcom  ,0.1,0.07,0.02,0.0,0.01,2015
11484,Star Wars: Lethal Alliance,DS,Ubisoft  ,0.1,0.08,0.01,0.0,0.01,2006
11485,Dead or Alive 5 Last Round,XOne,Tecmo Koei  ,0.1,0.05,0.03,0.01,0.01,2015
11486,Tornado Outbreak,Wii,Konami  ,0.1,0.09,0.0,0.0,0.01,2009
11487,Blue Dragon: Awakened Shadow,DS,D3 Publisher  ,0.1,0.06,0.0,0.03,0.0,2010
11488,Famicom Mini: Mappy,GBA,Nintendo  ,0.1,0.0,0.0,0.09,0.0,2004
11489,Happy Feet Two,X360,Warner Bros. Interactive  ,0.1,0.08,0.01,0.0,0.01,2011
11490,iCarly 2: iJoin The Click!,Wii,Activision  ,0.1,0.08,0.01,0.0,0.01,2010
11491,Reign of Fire,XB,BAM! Entertainment  ,0.1,0.07,0.02,0.0,0.0,2002
11492,Pro Evolution Soccer 2017,XOne,Konami Digital Entertainment  ,0.1,0.05,0.03,0.0,0.01,2016
11493,Descent Maximum,PS,Interplay  ,0.1,0.05,0.04,0.0,0.01,1997
11494,Cartoon Network: Punch Time Explosion,3DS,Crave Entertainment  ,0.1,0.07,0.02,0.0,0.01,2011
11495,Dead or Alive 5 Plus,PSV,Tecmo Koei  ,0.1,0.0,0.06,0.03,0.02,2013
11496,Pro Evolution Soccer 2013,Wii,Konami Digital Entertainment  ,0.1,0.0,0.03,0.06,0.0,2012
11497,Digimon World DS,DS,Namco Bandai  ,0.1,0.09,0.0,0.0,0.01,2006
11498,Dora's Cooking Club,DS,2K Play  ,0.1,0.08,0.01,0.0,0.01,2010
11499,Shining Force EXA,PS2,Sega  ,0.1,0.0,0.0,0.1,0.0,2007
11500,Virtual Pro Wrestling,PS,Asmik Ace Entertainment  ,0.1,0.0,0.0,0.09,0.01,1996
11501,Hakuoki: Demon of the Fleeting Blossom,PSP,Aksys Games  ,0.1,0.08,0.0,0.0,0.01,2012
11502,Shadow Tower,PS,Agetec  ,0.1,0.01,0.01,0.07,0.01,1999
11503,Horse Life Adventures,DS,Valcon Games  ,0.1,0.08,0.01,0.0,0.01,2009
11504,Luminous Arc 2 (JP sales),DS,Atlus  ,0.1,0.0,0.0,0.1,0.0,2008
11505,Utawarerumono: Mask of Truth,PSV,Atlus  ,0.1,0.01,0.0,0.08,0.0,2017
11506,CSI: Hard Evidence,X360,Ubisoft  ,0.1,0.07,0.02,0.0,0.01,2007
11507,Watchmen: The End is Nigh Part 1 & 2,X360,Warner Bros. Interactive  ,0.1,0.09,0.0,0.0,0.01,2009
11508,Kuroko's Basketball: Ties to Future,3DS,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2015
11509,Resident Evil: Origins Collection,XOne,Capcom  ,0.1,0.07,0.02,0.0,0.01,2016
11510,Ford Racing 3,DS,Empire Interactive  ,0.1,0.09,0.0,0.0,0.01,2005
11511,Persona Q2: New Cinema Labyrinth,3DS,Atlus  ,0.1,0.0,0.0,0.1,0.0,2019
11512,Ice Age 2: The Meltdown,XB,Vivendi Games  ,0.1,0.07,0.02,0.0,0.0,2006
11513,Guilty Gear Isuka,PS2,Sammy Corporation  ,0.1,0.05,0.04,0.0,0.01,2004
11514,Shadow Master,PS,Sony Computer Entertainment  ,0.1,0.05,0.04,0.0,0.01,1997
11515,Global Touring Challenge: Africa,PS2,Majesco  ,0.1,0.05,0.04,0.0,0.01,2002
11516,Man vs. Wild,X360,Crave Entertainment  ,0.1,0.09,0.0,0.0,0.01,2011
11517,Sword Art Online: Fatal Bullet,XOne,Namco Bandai Games  ,0.1,0.09,0.0,0.0,0.01,2018
11518,Classic NES Series: Excitebike,GBA,Nintendo  ,0.1,0.0,0.0,0.1,0.0,2004
11519,Young Justice: Legacy,PS3,Warner Bros. Interactive Entertainment  ,0.1,0.06,0.01,0.0,0.02,2013
11520,Tokimeki Memorial: Taisen Pazurudama,PS,Konami  ,0.1,0.0,0.0,0.09,0.01,1996
11521,The Legend of Heroes: Trails in the Sky,PSP,Xseed Games  ,0.1,0.06,0.0,0.03,0.0,2011
11522,Shantae and the Pirate's Curse,3DS,WayForward Technologies  ,0.1,0.05,0.0,0.04,0.01,2016
11523,Heatseeker,Wii,Codemasters  ,0.1,0.08,0.0,0.0,0.01,2007
11524,MotoGP 2,XB,THQ  ,0.1,0.07,0.02,0.0,0.0,2003
11525,Pro Yakyuu Famista DS,DS,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2007
11526,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,Bandai  ,0.1,0.05,0.02,0.03,0.0,2003
11527,Emergency 2012,PC,THQ  ,0.1,0.04,0.05,0.0,0.01,2011
11528,PAC-MAN and the Ghostly Adventures,3DS,Namco Bandai Games  ,0.1,0.05,0.04,0.0,0.01,2013
11529,National Geographic Challenge!,Wii,Ignition Entertainment  ,0.1,0.07,0.02,0.0,0.01,2011
11530,Power Stone Collection,PSP,Capcom  ,0.1,0.08,0.0,0.0,0.01,2006
11531,Déraciné,PS4,Sony Interactive Entertainment  ,0.1,0.07,0.0,0.01,0.02,2018
11532,Ninja Reflex,DS,Electronic Arts  ,0.1,0.09,0.0,0.0,0.01,2008
11533,Squinkies 2: Adventure Mall Surprize!,DS,Activision  ,0.1,0.09,0.0,0.0,0.01,2011
11534,Paws & Claws: Pet Vet,Wii,THQ  ,0.1,0.09,0.0,0.0,0.01,2009
11535,Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games  ,0.1,0.02,0.02,0.04,0.01,2014
11536,Ar tonelico: Melody of Elemia,PS2,Nippon Ichi Software  ,0.1,0.0,0.0,0.1,0.0,2007
11537,Gundam Breaker,PSV,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2013
11538,NASCAR,PSP,EA Sports  ,0.1,0.09,0.0,0.0,0.01,2006
11539,Sol Trigger,PSP,Image Epoch  ,0.1,0.0,0.0,0.1,0.0,2012
11540,Darkest of Days,X360,Phantom EFX  ,0.1,0.09,0.0,0.0,0.01,2009
11541,Kiniro no Corda 3,PSP,KOEI  ,0.1,0.0,0.0,0.1,0.0,2010
11542,Castlevania Double Pack,GBA,Konami  ,0.1,0.07,0.03,0.0,0.0,2006
11543,Skylanders: Spyro's Adventure,PC,Activision  ,0.1,0.05,0.03,0.0,0.01,2011
11544,Ballistic: Ecks vs. Sever,GBA,BAM! Entertainment  ,0.1,0.07,0.03,0.0,0.0,2002
11545,"Blast Works: Build, Trade, Destroy",Wii,Majesco  ,0.1,0.09,0.0,0.0,0.01,2008
11546,Touch Detective,DS,Atlus  ,0.1,0.06,0.03,0.0,0.01,2006
11547,Alvin and the Chipmunks: The Squeakquel,Wii,Majesco  ,0.1,0.09,0.0,0.0,0.01,2009
11548,Jikkyou Powerful Pro Yakyuu 11,GC,Konami  ,0.1,0.0,0.0,0.09,0.0,2004
11549,Steel Battalion,XB,Capcom  ,0.1,0.05,0.02,0.02,0.0,2002
11550,Battlefield V,PC,Electronic Arts  ,0.1,0.0,0.09,0.0,0.01,2018
11551,Street Fighter Collection,PS,Capcom  ,0.1,0.0,0.0,0.09,0.01,1997
11552,Digimon Story: Super Xros Wars Blue/Red,DS,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2011
11553,Rio,X360,THQ  ,0.1,0.05,0.03,0.0,0.01,2011
11554,Ultimate Marvel vs. Capcom 3,PS3,Capcom  ,0.1,0.0,0.04,0.04,0.01,2011
11555,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2010
11556,SNK vs. Capcom Card Fighters DS,DS,SNK Playmore  ,0.1,0.09,0.0,0.0,0.01,2007
11557,MX SuperFly featuring Ricky Carmichael,XB,THQ  ,0.1,0.07,0.02,0.0,0.0,2002
11558,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2009
11559,Medal of Honor: Vanguard,Wii,Electronic Arts  ,0.1,0.06,0.03,0.0,0.01,2007
11560,Yooka-Laylee,XOne,Sold Out  ,0.1,0.05,0.04,0.0,0.01,2017
11561,Real Farm,XOne,Soedesco  ,0.1,0.08,0.0,0.0,0.01,2017
11562,Supremacy MMA,PSV,505 Games  ,0.1,0.02,0.05,0.0,0.02,2012
11563,MindJack,X360,Square Enix  ,0.1,0.07,0.02,0.0,0.01,2011
11564,Imagine: Reporter,DS,Ubisoft  ,0.1,0.08,0.01,0.0,0.01,2010
11565,Code Lyoko: Quest for Infinity,Wii,Game Factory  ,0.1,0.07,0.02,0.0,0.01,2007
11566,Minority Report: Everybody Runs,XB,Activision  ,0.1,0.07,0.02,0.0,0.0,2002
11567,Slime Rancher,XOne,Skybound Games  ,0.1,0.08,0.0,0.0,0.01,2018
11568,thinkSMART,DS,Conspiracy Entertainment  ,0.1,0.09,0.0,0.0,0.01,2010
11569,Disney Planes Fire & Rescue,3DS,Disney Interactive Studios  ,0.1,0.01,0.08,0.0,0.01,2014
11570,Lost Dimension,PSV,Atlus  ,0.1,0.04,0.02,0.02,0.02,2015
11571,Kung Fu Panda 2,PS3,THQ  ,0.1,0.04,0.04,0.0,0.01,2011
11572,Shox,PS2,Electronic Arts  ,0.09,0.05,0.04,0.0,0.01,2002
11573,Glory Days 2,DS,Secret Stash Games  ,0.09,0.08,0.0,0.0,0.01,2007
11574,Nights of Azure 2,PS4,Tecmo Koei  ,0.09,0.04,0.0,0.04,0.01,2017
11575,The Technomancer,PS4,Focus Home Interactive  ,0.09,0.04,0.04,0.0,0.02,2016
11576,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,Namco Bandai  ,0.09,0.0,0.0,0.09,0.0,2007
11577,Playboy: The Mansion,XB,ARUSH Entertainment  ,0.09,0.07,0.02,0.0,0.0,2005
11578,Neo Atlas,PS,ArtDink  ,0.09,0.0,0.0,0.09,0.01,1998
11579,Disney's Aladdin in Nasira's Revenge,PS,Sony Computer Entertainment  ,0.09,0.05,0.04,0.0,0.01,2001
11580,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,Activision  ,0.09,0.07,0.02,0.0,0.0,2005
11581,SingStar Guitar,PS3,Sony Computer Entertainment  ,0.09,0.0,0.08,0.0,0.02,2010
11582,Summon Night 6: Lost Borders,PSV,Gaijinworks  ,0.09,0.02,0.0,0.07,0.01,2017
11583,Winning Post 6,PS2,KOEI  ,0.09,0.0,0.0,0.09,0.0,2003
11584,Egg Monster Hero,DS,Unknown  ,0.09,0.0,0.0,0.09,0.0,N/A
11585,Family Party: 30 Great Games,Wii,D3 Publisher  ,0.09,0.08,0.01,0.0,0.01,2008
11586,Nickelodeon Kart Racers,XOne,GameMill Entertainment  ,0.09,0.08,0.0,0.0,0.01,2018
11587,Whacked!,XB,Microsoft Game Studios  ,0.09,0.07,0.02,0.0,0.0,2002
11588,Barnyard,PS2,THQ  ,0.09,0.05,0.04,0.0,0.01,2006
11589,Field & Stream: Total Outdoorsman Challenge,X360,505 Games  ,0.09,0.09,0.0,0.0,0.01,2010
11590,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Activision  ,0.09,0.03,0.06,0.0,0.01,2016
11591,F.E.A.R. 2: Project Origin,PC,Warner Bros. Interactive  ,0.09,0.04,0.05,0.0,0.01,2009
11592,Pac-Man World 3,GC,Namco  ,0.09,0.07,0.02,0.0,0.0,2005
11593,Galactic Taz Ball,DS,Warner Bros. Interactive  ,0.09,0.09,0.0,0.0,0.01,2010
11594,Rocky,GC,Ubisoft  ,0.09,0.07,0.02,0.0,0.0,2002
11595,Crash 'N' Burn,XB,Eidos Interactive  ,0.09,0.07,0.02,0.0,0.0,2004
11596,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,Mumbo Jumbo  ,0.09,0.09,0.0,0.0,0.01,2009
