Rank,Game,Platform,Publisher,Total_Sales,Na_Sales,Pal_Sales,Japan_Sales,Other_Sales,Year
11066,Adventure Time: Finn & Jake Investigations,3DS,Little Orbit  ,0.11,0.03,0.06,0.0,0.01,2015
11067,"Sakura Wars: So Long, My Love",Wii,NIS America  ,0.11,0.05,0.04,0.0,0.01,2010
11068,Assassin's Creed Chronicles,PS4,Ubisoft  ,0.11,0.02,0.05,0.02,0.01,2016
11069,Mega Man Legacy Collection,PS4,Capcom  ,0.11,0.09,0.0,0.0,0.02,2016
11070,Sakura Wars,DC,Sega  ,0.11,0.0,0.0,0.11,0.0,2000
11071,Jampack Volume 14 (RP-T),PS2,Sony Computer Entertainment  ,0.11,0.05,0.04,0.0,0.01,2006
11072,Pro Yakyuu Team o Tsukurou! 2,DS,Sega  ,0.11,0.0,0.0,0.11,0.0,2009
11073,Rome: Total War,PC,Activision  ,0.11,0.0,0.09,0.0,0.01,2004
11074,Mace Griffin: Bounty Hunter,XB,VU Games  ,0.11,0.08,0.02,0.0,0.0,2003
11075,Martian Gothic: Unification,PS,Take-Two Interactive  ,0.11,0.06,0.04,0.0,0.01,2001
11076,Woody Woodpecker Racing,PS,Konami  ,0.11,0.06,0.04,0.0,0.01,2000
11077,Final Fantasy XII International Zodiac Job System,PS2,Square Enix  ,0.11,0.0,0.0,0.11,0.0,2007
11078,Fight Club,XB,VU Games  ,0.11,0.08,0.02,0.0,0.0,2004
11079,Carnage Heart,PS,Sony Computer Entertainment  ,0.11,0.01,0.01,0.09,0.01,1997
11080,"Grand Theft Auto: Mission Pack #1, London 1969",PS,Rockstar Games  ,0.11,0.06,0.04,0.0,0.01,1999
11081,Kamen Rider: Climax Heroes,PS2,Namco Bandai  ,0.11,0.0,0.0,0.11,0.0,2009
11082,Robotics;Notes,PS3,5pb  ,0.11,0.0,0.0,0.11,0.0,2012
11083,Disney Channel Collection Vol. 1,GBA,Majesco  ,0.11,0.08,0.03,0.0,0.0,2004
11084,Total Immersion Racing,PS2,Empire Interactive  ,0.11,0.05,0.04,0.0,0.01,2002
11085,Virtual Hydlide,SAT,Atlus  ,0.11,0.0,0.0,0.11,0.0,1995
11086,Petz Fashion: Dogz & Catz,DS,Ubisoft  ,0.11,0.1,0.0,0.0,0.01,2009
11087,Viewtiful Joe: Double Trouble!,DS,Capcom  ,0.11,0.08,0.0,0.01,0.01,2005
11088,Rocky Balboa,PSP,Sony Computer Entertainment  ,0.11,0.01,0.09,0.0,0.01,2007
11089,Warriors Orochi 3,PSP,Tecmo Koei  ,0.11,0.0,0.0,0.11,0.0,2012
11090,FlatOut: Ultimate Carnage,X360,Empire Interactive  ,0.11,0.07,0.03,0.0,0.01,2007
11091,Space Invaders,GBA,Activision  ,0.11,0.08,0.03,0.0,0.0,2002
11092,Digimon Digital Card Battle,PS,Bandai  ,0.11,0.06,0.04,0.0,0.01,2001
11093,Alvin and the Chipmunks: Chipwrecked,X360,Majesco  ,0.11,0.09,0.01,0.0,0.01,2011
11094,Kuroko no Basuke: Game of Miracles,PSP,Bandai Namco Games  ,0.11,0.0,0.0,0.11,0.0,2012
11095,AquaPazza: AquaPlus Dream Match,PS3,Atlus  ,0.11,0.05,0.0,0.05,0.01,2013
11096,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,Konami  ,0.11,0.0,0.0,0.11,0.0,2006
11097,Pro Evolution Soccer 2014,PC,Konami Digital Entertainment  ,0.11,0.0,0.1,0.0,0.01,2013
11098,Family Feud: 2012 Edition,X360,Ubisoft  ,0.11,0.1,0.0,0.0,0.01,2011
11099,Yuusha no Kuse ni Namaikida Or 3D,PSP,Sony Computer Entertainment  ,0.11,0.0,0.0,0.11,0.0,2010
11100,Trauma Center: Under the Knife 2,DS,Atlus  ,0.11,0.1,0.0,0.0,0.01,2008
11101,Dark Souls: Remastered,XOne,Bandai Namco Entertainment  ,0.11,0.07,0.03,0.0,0.01,2018
11102,Gem Quest: 4 Elements,DS,Storm City Games  ,0.11,0.05,0.05,0.0,0.01,2011
11103,Big League Sports: Summer,DS,Activision  ,0.11,0.09,0.0,0.0,0.01,2009
11104,Dead to Rights II,XB,Namco  ,0.11,0.08,0.02,0.0,0.0,2005
11105,Hysteria Hospital: Emergency Ward,DS,O-Games  ,0.11,0.1,0.0,0.0,0.01,2009
11106,Project: Horned Owl,PS,Sony Computer Entertainment  ,0.11,0.03,0.02,0.05,0.01,1996
11107,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Namco Bandai Games  ,0.11,0.0,0.0,0.11,0.0,2012
11108,Rock Revolution,DS,Konami  ,0.11,0.1,0.0,0.0,0.01,2008
11109,Science Papa,DS,Activision  ,0.11,0.09,0.01,0.0,0.01,2009
11110,Alvin and the Chipmunks: Chipwrecked,DS,Majesco  ,0.11,0.06,0.04,0.0,0.01,2011
11111,Fatal Frame 2: Wii Edition,Wii,Nintendo  ,0.11,0.0,0.0,0.1,0.0,2012
11112,NASCAR The Game: Inside Line,X360,Activision  ,0.11,0.09,0.0,0.0,0.01,2012
11113,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,Bandai  ,0.11,0.0,0.0,0.11,0.0,1995
11114,Busou Shinki: Battle Masters Mk. 2,PSP,Konami  ,0.11,0.0,0.0,0.11,0.0,2011
11115,Cabela's Dangerous Hunts 2,XB,Activision  ,0.11,0.08,0.02,0.0,0.0,2005
11116,Fairy Tail: Portable Guild,PSP,Konami  ,0.11,0.0,0.0,0.11,0.0,2010
11117,My First Dollhouse,DS,505 Games  ,0.11,0.1,0.0,0.0,0.01,2010
11118,SimCity 2000,GBA,"Destination Software, Inc  ",0.11,0.08,0.03,0.0,0.0,2003
11119,X-Men: The Official Game,DS,Activision  ,0.11,0.1,0.0,0.0,0.01,2006
11120,Etrian Odyssey Nexus,3DS,Atlus  ,0.11,0.0,0.0,0.11,0.0,2019
11121,Brunswick Circuit Pro Bowling 2,PS,THQ  ,0.11,0.06,0.04,0.0,0.01,2000
11122,D,PS,Acclaim Entertainment  ,0.11,0.0,0.0,0.1,0.01,1996
11123,Ennichi no Tatsujin,Wii,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2006
11124,The Godfather: Mob Wars,PSP,Electronic Arts  ,0.1,0.09,0.0,0.0,0.01,2006
11125,Pac-Man and the Ghostly Adventures 2,X360,Namco Bandai Games  ,0.1,0.05,0.04,0.0,0.01,2014
11126,Puzzle Chronicles,PSP,Konami  ,0.1,0.08,0.0,0.0,0.02,2010
11127,Girls und Panzer: I Will Master Tankery,PSV,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2014
11128,Power Rangers: Super Legends,DS,Disney Interactive Studios  ,0.1,0.08,0.02,0.0,0.01,2007
11129,Stronghold Kingdoms,PC,DTP Entertainment  ,0.1,0.0,0.1,0.0,0.01,2011
11130,Wizardry VI: Bane of the Cosmic Forge,SNES,ASCII Entertainment  ,0.1,0.0,0.0,0.1,0.0,1995
11131,Power Pocket Koushien,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2005
11132,Gravity Games Bike: Street Vert Dirt,PS2,Midway Games  ,0.1,0.05,0.04,0.0,0.01,2002
11133,Pro Yakyuu Spirits 2010,PS2,Konami  ,0.1,0.0,0.0,0.1,0.0,2010
11134,Dreamer Series: Top Model,DS,DreamCatcher Interactive  ,0.1,0.1,0.0,0.0,0.01,2009
11135,Troll and I,NS,Maximum Games  ,0.1,0.05,0.04,0.0,0.01,2017
11136,American Girl: Julie Finds a Way,DS,THQ  ,0.1,0.1,0.0,0.0,0.01,2007
11137,Top Spin,PS2,2K Sports  ,0.1,0.05,0.04,0.0,0.01,2005
11138,Derby Stallion P,PSP,Enterbrain  ,0.1,0.0,0.0,0.1,0.0,2006
11139,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike  ,0.1,0.0,0.0,0.1,0.0,2012
11140,Slime Rancher,PS4,Skybound Games  ,0.1,0.08,0.0,0.0,0.02,2018
11141,UFC: Tapout 2,XB,TDK Mediactive  ,0.1,0.08,0.02,0.0,0.0,2003
11142,The Bachelor: The Videogame,Wii,Warner Bros. Interactive  ,0.1,0.1,0.0,0.0,0.01,2010
11143,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2007
11144,Ski-Doo Snowmobile Challenge,PS3,Valcon Games  ,0.1,0.1,0.0,0.0,0.01,2009
11145,Jikkyou Powerful Pro Yakyuu 10,GC,Konami  ,0.1,0.0,0.0,0.1,0.0,2003
11146,The First Templar,X360,Kalypso  ,0.1,0.06,0.04,0.0,0.01,2011
11147,Vexx,XB,Acclaim Entertainment  ,0.1,0.08,0.02,0.0,0.0,2003
11148,Winning Eleven: Pro Evolution Soccer 2007,X360,Konami  ,0.1,0.09,0.0,0.0,0.01,2007
11149,Disney's Chicken Little: Ace In Action,Wii,Buena Vista  ,0.1,0.09,0.0,0.0,0.01,2006
11150,Pac-Man Championship Edition 2 + Arcade Game Series,PS4,Namco Bandai Games  ,0.1,0.08,0.0,0.0,0.02,2017
11151,F1 Career Challenge,PS2,EA Sports  ,0.1,0.05,0.04,0.0,0.01,2003
11152,Yoostar2,PS3,Unknown  ,0.1,0.04,0.05,0.0,0.02,2011
11153,Pariah,XB,Groove Games  ,0.1,0.08,0.02,0.0,0.0,2005
11154,World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision  ,0.1,0.1,0.0,0.0,0.01,2006
11155,Cabela's Outdoor Adventures,XB,Activision  ,0.1,0.08,0.02,0.0,0.0,2005
11156,Metal Slug 3,XB,SNK  ,0.1,0.08,0.02,0.0,0.0,2004
11157,The Lord of the Rings: Conquest,DS,Electronic Arts  ,0.1,0.09,0.01,0.0,0.01,2009
11158,Motocross Mania 3,PS2,2K Games  ,0.1,0.05,0.04,0.0,0.01,2005
11159,Princess Debut,DS,Natsume  ,0.1,0.1,0.0,0.0,0.01,2008
11160,Pro Yakyuu Famista DS 2009,DS,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2009
11161,"Sesame Street: Ready, Set, Grover!",Wii,Warner Bros. Interactive  ,0.1,0.1,0.0,0.0,0.01,2011
11162,Thrillville: Off the Rails,PSP,LucasArts  ,0.1,0.09,0.0,0.0,0.01,2007
11163,NHL-Legacy Edition,X360,EA Sports  ,0.1,0.09,0.0,0.0,0.01,2015
11164,Banjo-Pilot,GBA,THQ  ,0.1,0.07,0.03,0.0,0.0,2005
11165,Cloudy With a Chance of Meatballs,PS3,Ubisoft  ,0.1,0.09,0.01,0.0,0.01,2009
11166,Gallop Racer 2006,PS2,Tecmo  ,0.1,0.02,0.02,0.06,0.01,2006
11167,Dora's Big Birthday Adventure,Wii,2K Play  ,0.1,0.09,0.01,0.0,0.01,2010
11168,Digimon Story: Lost Evolution,DS,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2010
11169,Frogger: Ancient Shadow,PS2,Konami  ,0.1,0.05,0.04,0.0,0.01,2005
11170,Despicable Me: The Game,PS2,D3 Publisher  ,0.1,0.05,0.04,0.0,0.01,2010
11171,Tom Clancy's Splinter Cell: Conviction,PC,Ubisoft  ,0.1,0.0,0.08,0.0,0.02,2010
11172,Metal Arms: Glitch in the System,GC,VU Games  ,0.1,0.08,0.02,0.0,0.0,2003
11173,Imagine: Soccer Captain,DS,Ubisoft  ,0.1,0.1,0.0,0.0,0.01,2009
11174,Tom Clancy's Splinter Cell: Chaos Theory,GC,Ubisoft  ,0.1,0.08,0.02,0.0,0.0,2005
11175,Blades of Time,X360,Konami Digital Entertainment  ,0.1,0.07,0.02,0.0,0.01,2012
11176,Brain Quest: Grades 5 & 6,DS,Electronic Arts  ,0.1,0.1,0.0,0.0,0.01,2008
11177,Barbie in The 12 Dancing Princesses,DS,Activision  ,0.1,0.09,0.01,0.0,0.01,2007
11178,Escape From Monkey Island,PS2,LucasArts  ,0.1,0.05,0.04,0.0,0.01,2001
11179,JU-ON: The Grudge,Wii,Xseed Games  ,0.1,0.07,0.01,0.01,0.01,2009
11180,Ridge Racer 2,PSP,Unknown  ,0.1,0.0,0.03,0.07,0.01,2020
11181,Yggdra Union: We'll Never Fight Alone,PSP,Atlus  ,0.1,0.05,0.0,0.04,0.01,2008
11182,PDC World Championship Darts: Pro Tour,PS3,O-Games  ,0.1,0.0,0.08,0.0,0.02,2010
11183,Who Wants to Be a Millionaire: 3rd Edition,Wii,Ubisoft  ,0.1,0.1,0.0,0.0,0.01,2010
11184,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Sony Computer Entertainment  ,0.1,0.0,0.0,0.1,0.0,2006
11185,Exit DS,DS,Taito  ,0.1,0.09,0.0,0.01,0.01,2008
11186,Bejeweled 3,PC,PopCap Games  ,0.1,0.04,0.05,0.0,0.01,2010
11187,Tokyo Xanadu eX+,PS4,Aksys Games  ,0.1,0.05,0.0,0.05,0.01,2017
11188,Family Fun Football,Wii,Tecmo  ,0.1,0.1,0.0,0.0,0.01,2009
11189,Macross 30: Voices across the Galaxy,PS3,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2013
11190,Gretzky NHL,PSP,Sony Computer Entertainment  ,0.1,0.1,0.0,0.0,0.01,2005
11191,Mobile Suit Gundam Unicorn,PS3,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2012
11192,Corvette Evolution GT,DS,Valcon Games  ,0.1,0.1,0.0,0.0,0.01,2008
11193,Universe at War: Earth Assault,X360,Sega  ,0.1,0.09,0.01,0.0,0.01,2008
11194,Momotarou Dentetsu 16,Wii,Hudson Soft  ,0.1,0.0,0.0,0.1,0.0,2007
11195,Stardew Valley,PS4,505 Games  ,0.1,0.04,0.04,0.0,0.02,2017
11196,Dropship: United Peace Force,PS2,BAM! Entertainment  ,0.1,0.05,0.04,0.0,0.01,2002
11197,Road Rash: Jailbreak,GBA,DSI Games  ,0.1,0.07,0.03,0.0,0.0,2003
11198,Syberia,XB,XS Games  ,0.1,0.08,0.02,0.0,0.0,2003
11199,The Seven Deadly Sins: Knights of Britannia,PS4,Bandai Namco Entertainment  ,0.1,0.05,0.02,0.02,0.01,2018
11200,WireWay,DS,Konami  ,0.1,0.1,0.0,0.0,0.01,2009
11201,G1 Jockey 3,PS2,KOEI  ,0.1,0.02,0.01,0.07,0.0,2003
11202,Disgaea Infinite,PSP,NIS America  ,0.1,0.08,0.0,0.01,0.02,2010
11203,How to Train Your Dragon 2,PS3,Little Orbit  ,0.1,0.03,0.06,0.0,0.02,2014
11204,Phantom Brave: The Hermuda Triangle,PSP,NIS America  ,0.1,0.06,0.0,0.03,0.01,2011
11205,Atsumare! Power Pro Kun no DS Koushien,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2006
11206,Atsumare! Power Pro Kun no DS Koushien,DS,Unknown  ,0.1,0.0,0.0,0.1,0.0,N/A
11207,Revolution X,PS,Acclaim Entertainment  ,0.1,0.06,0.04,0.0,0.01,1996
11208,Little Battlers eXperience W Super Custom,3DS,Level 5  ,0.1,0.0,0.0,0.1,0.0,2013
11209,Terraria,PSV,505 Games  ,0.1,0.0,0.01,0.09,0.0,2013
11210,Brooktown High: Senior Year,PSP,Konami  ,0.1,0.09,0.0,0.0,0.01,2007
11211,Riviera: The Promised Land,GBA,Atlus  ,0.1,0.07,0.03,0.0,0.0,2005
11212,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,Konami  ,0.1,0.09,0.01,0.0,0.01,2009
11213,Tom Clancy's Ghost Recon: Predator,PSP,Ubisoft  ,0.1,0.07,0.02,0.0,0.02,2010
11214,UEFA Euro 2016,PS3,Konami Digital Entertainment  ,0.1,0.0,0.05,0.05,0.01,2016
11215,Top Gun: Combat Zones,GBA,Mastiff  ,0.1,0.07,0.03,0.0,0.0,2004
11216,Bujingai: The Forsaken City,PS2,BAM! Entertainment  ,0.1,0.05,0.04,0.0,0.01,2004
11217,Doko Demo Issho,PSP,Sony Computer Entertainment  ,0.1,0.0,0.0,0.1,0.0,2004
11218,Karaoke Revolution,PS3,Konami  ,0.1,0.07,0.03,0.0,0.01,2009
11219,Chameleon,PSP,UFO Interactive  ,0.1,0.09,0.0,0.0,0.02,2008
11220,Beyond Good & Evil,XB,Ubisoft  ,0.1,0.08,0.02,0.0,0.0,2003
11221,Death By Degrees,PS2,Namco  ,0.1,0.05,0.04,0.0,0.01,2005
11222,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,Atlus  ,0.1,0.0,0.0,0.1,0.01,1995
11223,Samurai Warriors Chronicles 2nd,3DS,Tecmo Koei  ,0.1,0.0,0.0,0.1,0.0,2012
11224,Vandal Hearts II,PS,Konami  ,0.1,0.06,0.04,0.0,0.01,1999
11225,Astro Boy: The Video Game,DS,D3 Publisher  ,0.1,0.09,0.0,0.0,0.01,2009
11226,Romance of the Three Kingdoms XIII,PS4,Tecmo Koei  ,0.1,0.03,0.0,0.06,0.01,2016
11227,Toaru Majutsu no Index,PSP,Kadokawa Shoten  ,0.1,0.0,0.0,0.1,0.0,2011
11228,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,THQ  ,0.1,0.07,0.03,0.0,0.01,2011
11229,Truth or Lies,Wii,THQ  ,0.1,0.04,0.05,0.0,0.01,2010
11230,The Book of Unwritten Tales,PC,DreamCatcher Interactive  ,0.1,0.0,0.08,0.0,0.02,2011
11231,Miami Law,DS,Hudson Entertainment  ,0.1,0.09,0.0,0.0,0.01,2009
11232,UNO / Skip-Bo / UNO Freefall,DS,DSI Games  ,0.1,0.1,0.0,0.0,0.01,2006
11233,Uta no Prince-Sama: Music,PSP,Broccoli  ,0.1,0.0,0.0,0.1,0.0,2011
11234,Culdcept DS,DS,Sega  ,0.1,0.0,0.0,0.1,0.0,2008
11235,America's Next Top Model,DS,Conspiracy Entertainment  ,0.1,0.1,0.0,0.0,0.01,2010
11236,Colin McRae Rally 04,XB,Codemasters  ,0.1,0.08,0.02,0.0,0.0,2004
11237,FIFA Street,XB,EA Sports BIG   ,0.1,0.08,0.02,0.0,0.0,2005
11238,Monster Jam: Maximum Destruction,GBA,Ubisoft  ,0.1,0.07,0.03,0.0,0.0,2002
11239,The King of Fighters: Dream Match 1999,DC,SNK  ,0.1,0.0,0.0,0.1,0.0,1999
11240,Blitz: The League II,X360,Midway Games  ,0.1,0.08,0.01,0.0,0.01,2008
11241,PictoImage,DS,Sega  ,0.1,0.09,0.0,0.0,0.01,2008
11242,Weiss Schwarz Portable,PSP,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2011
11243,Heavy Fire: Afghanistan,Wii,Mastiff  ,0.1,0.09,0.0,0.0,0.01,2011
11244,Kirarin * Revolution: Mezase! Idol Queen,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2007
11245,Dungeons & Dragons Tactics,PSP,Atari  ,0.1,0.09,0.0,0.0,0.01,2007
11246,MXGP 2,XOne,Milestone S.r.l  ,0.1,0.07,0.02,0.0,0.01,2016
11247,X-Men: Children of the Atom,PS,Capcom  ,0.1,0.06,0.04,0.0,0.01,1998
11248,Hot Wheels: Stunt Track Challenge,XB,THQ  ,0.1,0.08,0.02,0.0,0.0,2004
11249,Assassin's Creed Origins,PC,Ubisoft  ,0.1,0.04,0.06,0.0,0.01,2017
11250,Agatha Christie: The ABC Murders,DS,DreamCatcher Interactive  ,0.1,0.08,0.01,0.0,0.01,2009
11251,Math Blaster in the Prime Adventure,DS,Majesco  ,0.1,0.09,0.0,0.0,0.01,2009
11252,Blue Stinger,DC,Activision  ,0.1,0.0,0.0,0.1,0.0,1999
11253,Shellshock,PS,U.S. Gold  ,0.1,0.06,0.04,0.0,0.01,1998
11254,Warriors All-Stars,PS4,Tecmo Koei  ,0.1,0.03,0.0,0.06,0.01,2017
11255,Hot Wheels Ultimate Racing,PSP,Activision  ,0.1,0.09,0.0,0.0,0.01,2007
11256,Monkey Island: Special Edition Collection,PS3,Activision  ,0.1,0.0,0.08,0.0,0.02,2011
11257,The Elder Scrolls Online: Summerset,PS4,Bethesda Softworks  ,0.1,0.08,0.0,0.0,0.02,2018
11258,Capcom vs. SNK 2 EO,XB,Capcom  ,0.1,0.08,0.02,0.0,0.0,2003
11259,SimAnimals Africa,DS,Electronic Arts  ,0.1,0.08,0.02,0.0,0.01,2009
11260,Inazuma Eleven GO Strikers 2013,Wii,Level 5  ,0.1,0.0,0.0,0.1,0.0,2012
11261,Metal Gear Solid HD Edition,PS3,Konami Digital Entertainment  ,0.1,0.0,0.0,0.1,0.0,2011
11262,Hunter: The Reckoning,GC,Interplay  ,0.1,0.08,0.02,0.0,0.0,2002
11263,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,Paon   ,0.1,0.0,0.0,0.1,0.0,2007
11264,Dancing on Ice,Wii,Ghostlight  ,0.1,0.0,0.09,0.0,0.01,2010
11265,Urban Chaos,PS,Eidos Interactive  ,0.1,0.06,0.04,0.0,0.01,2000
11266,Kamen Rider: Climax Heroes W,Wii,Namco Bandai  ,0.1,0.0,0.0,0.1,0.0,2009
11267,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,Shogakukan  ,0.1,0.0,0.0,0.1,0.0,2007
11268,Freaky Flyers,PS2,Midway Games  ,0.1,0.05,0.04,0.0,0.01,2003
11269,NASCAR Heat 3,XOne,704Games  ,0.1,0.09,0.0,0.0,0.01,2018
11270,Starlink: Battle for Atlas,PS4,Ubisoft  ,0.1,0.08,0.0,0.0,0.02,2018
11271,Baten Kaitos Origins,GC,Nintendo  ,0.1,0.06,0.02,0.02,0.0,2006
11272,E·O·E: Eve Of Extinction,PS2,Eidos Interactive  ,0.1,0.04,0.03,0.02,0.01,2002
11273,Mega Man Legacy Collection 2,PS4,Capcom  ,0.1,0.06,0.0,0.02,0.01,2017
11274,Surf's Up,X360,Ubisoft  ,0.1,0.09,0.0,0.0,0.01,2007
11275,Dark Summit,XB,THQ  ,0.1,0.08,0.02,0.0,0.0,2001
11276,Generator Rex: Agent of Providence,3DS,Activision  ,0.1,0.07,0.02,0.0,0.01,2011
11277,Penguin no Mondai: The World,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2010
11278,Flushed Away,DS,D3 Publisher  ,0.1,0.09,0.0,0.0,0.01,2006
11279,Cabela's Adventure Camp,X360,Activision  ,0.1,0.07,0.02,0.0,0.01,2011
11280,Zone of the Enders: The 2nd Runner MARS,PS4,Konami  ,0.1,0.05,0.01,0.03,0.01,2018
11281,Hakuouki Portable,PSP,Idea Factory  ,0.1,0.0,0.0,0.1,0.0,2009
11282,Hyperdimension Neptunia Re;Birth 3: V Generation,PSV,Idea Factory International  ,0.1,0.05,0.02,0.0,0.02,2015
11283,NHL 2004,GC,EA Sports  ,0.1,0.08,0.02,0.0,0.0,2003
11284,X-Men: The Official Game,XB,Activision  ,0.1,0.08,0.02,0.0,0.0,2006
11285,RLH: Run Like Hell,PS2,Interplay  ,0.1,0.05,0.04,0.0,0.01,2002
11286,Help Wanted: 50 Wacky Jobs,Wii,Hudson Soft  ,0.1,0.06,0.03,0.0,0.01,2009
11287,Backyard Baseball '10,Wii,Atari  ,0.1,0.09,0.0,0.0,0.01,2009
11288,Water Sports,Wii,GameMill  ,0.1,0.05,0.04,0.0,0.01,2009
11289,Digimon Adventure,PSP,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2013
11290,Record of Agarest War Zero,X360,Aksys Games  ,0.1,0.09,0.0,0.0,0.01,2011
11291,Starlink: Battle for Atlas,XOne,Ubisoft  ,0.1,0.09,0.0,0.0,0.01,2018
11292,Conflict: Global Terror,XB,2K Games  ,0.1,0.08,0.02,0.0,0.0,2005
11293,Minority Report: Everybody Runs,GC,Activision  ,0.1,0.08,0.02,0.0,0.0,2002
11294,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,Warner Bros. Interactive Entertainment  ,0.1,0.09,0.0,0.0,0.01,2013
11295,The Ant Bully,PS2,Midway Games  ,0.1,0.05,0.04,0.0,0.01,2006
11296,Steins;Gate,PSV,5pb  ,0.1,0.04,0.04,0.0,0.02,2015
11297,Football Director DS,DS,Pinnacle  ,0.1,0.0,0.1,0.0,0.0,2008
11298,Monster Rancher EVO,PS2,Tecmo  ,0.1,0.02,0.02,0.05,0.01,2006
11299,Assassin's Creed: Rogue,PC,Ubisoft  ,0.1,0.07,0.02,0.0,0.01,2015
11300,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,Bethesda Softworks  ,0.1,0.09,0.01,0.0,0.01,2009
11301,Project Hacker: Kakusei,DS,Nintendo  ,0.1,0.0,0.0,0.1,0.0,2006
11302,Deca Sports DS,DS,Hudson Soft  ,0.1,0.07,0.02,0.0,0.01,2010
11303,X-Men: Destiny,Wii,Activision  ,0.1,0.07,0.02,0.0,0.01,2011
11304,KORG DS-10 Synthesizer Plus,DS,Xseed Games  ,0.1,0.07,0.0,0.02,0.01,2010
11305,Guitar Hero: Van Halen,PS2,Activision  ,0.1,0.05,0.04,0.0,0.01,2009
11306,Olympic Summer Games: Atlanta 1996,PS,Eidos Interactive  ,0.1,0.06,0.04,0.0,0.01,1996
11307,Igor: The Game,Wii,SouthPeak Interactive  ,0.1,0.09,0.0,0.0,0.01,2008
11308,The Destiny of Zorro,Wii,505 Games  ,0.1,0.09,0.0,0.0,0.01,2009
11309,Disney's The Haunted Mansion,GC,TDK Mediactive  ,0.1,0.08,0.02,0.0,0.0,2003
11310,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,Capcom  ,0.1,0.0,0.0,0.1,0.0,2008
11311,Draglade,DS,Atlus  ,0.1,0.09,0.0,0.0,0.01,2007
11312,The Smurfs 2,Wii,Ubisoft  ,0.1,0.0,0.1,0.0,0.01,2013
11313,Darius Gaiden,SAT,Acclaim Entertainment  ,0.1,0.0,0.0,0.1,0.0,1996
11314,All Kamen Rider: Rider Generation 2,DS,Namco Bandai Games  ,0.1,0.0,0.0,0.1,0.0,2012
11315,Beach Spikers: Virtua Beach Volleyball,GC,Sega  ,0.1,0.08,0.02,0.0,0.0,2002
11316,Scribblenauts Unmasked: A DC Comics Adventure,3DS,Warner Bros. Interactive Entertainment  ,0.1,0.09,0.0,0.0,0.01,2013
11317,My Healthy Cooking Coach,DS,Ubisoft  ,0.1,0.09,0.0,0.0,0.01,2009
11318,You Don't Know Jack: Mock 2,PS,Sierra Entertainment  ,0.1,0.06,0.04,0.0,0.01,2000
11319,3D Tank Warfare Simulator Panzer Front,PS,Agetec  ,0.1,0.06,0.04,0.0,0.01,2001
11320,Leisure Suit Larry: Box Office Bust,PS3,Codemasters  ,0.1,0.06,0.03,0.0,0.01,2009
11321,Jade Cocoon 2,PS2,Ubisoft  ,0.1,0.05,0.04,0.0,0.01,2001
11322,Lord of Apocalypse,PSV,Square Enix  ,0.1,0.0,0.0,0.1,0.0,2011
11323,Harry Potter and the Deathly Hallows - Part 1,PC,Electronic Arts  ,0.1,0.08,0.02,0.0,0.01,2010
11324,Final Fantasy XIV Online Complete Edition,PS4,Square Enix  ,0.1,0.07,0.0,0.02,0.02,2017
11325,Kabushiki Baibai Trainer: Kabutore!,DS,Konami  ,0.1,0.0,0.0,0.1,0.0,2006
11326,Devil May Cry 4 Special Edition,PS4,Capcom  ,0.1,0.01,0.0,0.09,0.0,2015
11327,Puyo Puyo Tetris,PS4,Sega  ,0.1,0.05,0.03,0.0,0.02,2017
11328,Sword & Sorcery,SAT,Micro Cabin  ,0.1,0.0,0.0,0.1,0.0,1996
11329,Myst,DS,Empire Interactive  ,0.1,0.09,0.0,0.0,0.01,2008
11330,Van Helsing,GBA,VU Games  ,0.1,0.07,0.03,0.0,0.0,2004
